"","V1","V2","V3","V4","V5","V6"
"9692","Hybopsis winchelli","Least Concern",18235757,"Cypriniformes","Cyprinidae",NA
"9693","Hybopsis rubrifrons","Least Concern",18235778,"Cypriniformes","Cyprinidae",NA
"9694","Notropis chalybaeus","Least Concern",18235799,"Cypriniformes","Cyprinidae",NA
"9695","Etheostoma zonale","Least Concern",18235820,"Perciformes","Percidae",NA
"9696","Nocomis biguttatus","Least Concern",18235841,"Cypriniformes","Cyprinidae",NA
"9697","Percina peltata","Least Concern",18235862,"Perciformes","Percidae",NA
"9698","Notropis greenei","Least Concern",18235883,"Cypriniformes","Cyprinidae",NA
"9699","Etheostoma rafinesquei","Least Concern",18235904,"Perciformes","Percidae",NA
"9700","Umbra limi","Least Concern",18235925,"Esociformes","Umbridae",NA
"9701","Etheostoma percnurum","Critically Endangered",18235946,"Perciformes","Percidae",NA
"9702","Fundulus cingulatus","Least Concern",18235968,"Cyprinodontiformes","Fundulidae",NA
"9703","Notropis xaenocephalus","Least Concern",18235989,"Cypriniformes","Cyprinidae",NA
"9704","Fundulus escambiae","Least Concern",18236010,"Cyprinodontiformes","Fundulidae",NA
"9705","Exoglossum laurae","Least Concern",18236031,"Cypriniformes","Cyprinidae",NA
"9706","Hybopsis amnis","Least Concern",18236073,"Cypriniformes","Cyprinidae",NA
"9707","Etheostoma trisella","Vulnerable",18236094,"Perciformes","Percidae",NA
"9708","Pimephales tenellus","Least Concern",18236120,"Cypriniformes","Cyprinidae",NA
"9709","Hypentelium roanokense","Least Concern",18236141,"Cypriniformes","Catostomidae",NA
"9710","Etheostoma vulneratum","Least Concern",18236162,"Perciformes","Percidae",NA
"9711","Thaleichthys pacificus","Least Concern",18236183,"Osmeriformes","Osmeridae","Y"
"9712","Pungitius pungitius","Least Concern",18236204,"Gasterosteiformes","Gasterosteidae","Y"
"9713","Typhlichthys subterraneus","Near Threatened",18236225,"Percopsiformes","Amblyopsidae",NA
"9714","Etheostoma rupestre","Least Concern",18236247,"Perciformes","Percidae",NA
"9715","Etheostoma virgatum","Least Concern",18236289,"Perciformes","Percidae",NA
"9716","Morone mississippiensis","Least Concern",18236310,"Perciformes","Moronidae",NA
"9717","Lythrurus fasciolaris","Least Concern",18236373,"Cypriniformes","Cyprinidae",NA
"9718","Richardsonius egregius","Least Concern",18236394,"Cypriniformes","Cyprinidae",NA
"9719","Hesperoleucus symmetricus","Least Concern",18236415,"Cypriniformes","Cyprinidae",NA
"9720","Notropis candidus","Least Concern",18236436,"Cypriniformes","Cyprinidae",NA
"9721","Etheostoma swannanoa","Least Concern",18236457,"Perciformes","Percidae",NA
"9722","Percina crassa","Least Concern",18236478,"Perciformes","Percidae",NA
"9723","Notropis potteri","Least Concern",18236499,"Cypriniformes","Cyprinidae",NA
"9724","Thoburnia rhothoeca","Least Concern",18236520,"Cypriniformes","Catostomidae",NA
"9725","Pteronotropis hypselopterus","Least Concern",18236541,"Cypriniformes","Cyprinidae",NA
"9726","Menidia audens","Least Concern",18236562,"Atheriniformes","Atherinopsidae",NA
"9727","Notropis volucellus","Least Concern",18236581,"Cypriniformes","Cyprinidae",NA
"9728","Pomoxis nigromaculatus","Least Concern",18236602,"Perciformes","Centrarchidae",NA
"9729","Leptocottus armatus","Least Concern",18236623,"Scorpaeniformes","Cottidae","Y"
"9730","Ericymba buccata","Least Concern",18236644,"Cypriniformes","Cyprinidae",NA
"9731","Ictalurus punctatus","Least Concern",18236665,"Siluriformes","Ictaluridae",NA
"9732","Fundulus bifax","Near Threatened",18236686,"Cyprinodontiformes","Fundulidae",NA
"9733","Percina roanoka","Least Concern",18236749,"Perciformes","Percidae",NA
"9734","Microgadus tomcod","Least Concern",18236770,"Gadiformes","Gadidae","Y"
"9735","Notropis boops","Least Concern",18236791,"Cypriniformes","Cyprinidae",NA
"9736","Noturus nocturnus","Least Concern",18236833,"Siluriformes","Ictaluridae",NA
"9737","Etheostoma perlongum","Vulnerable",18236854,"Perciformes","Percidae",NA
"9738","Fundulus euryzonus","Vulnerable",18236876,"Cyprinodontiformes","Fundulidae",NA
"9739","Fundulus stellifer","Least Concern",18236898,"Cyprinodontiformes","Fundulidae",NA
"9740","Fundulus heteroclitus","Least Concern",18236919,"Cyprinodontiformes","Fundulidae",NA
"9741","Percopsis omiscomaycus","Least Concern",18236961,"Percopsiformes","Percopsidae",NA
"9742","Notropis micropteryx","Least Concern",18236982,"Cypriniformes","Cyprinidae",NA
"9743","Lepomis gibbosus","Least Concern",18237003,"Perciformes","Centrarchidae",NA
"9744","Vladichthys gloverensis","Vulnerable",18755794,"Batrachoidiformes","Batrachoididae","Y"
"9745","Gaidropsarus granti","Data Deficient",18984376,"Gadiformes","Lotidae","Y"
"9746","Alburnus akili","Extinct",19005895,"Cypriniformes","Cyprinidae",NA
"9747","Alburnus heckeli","Least Concern",19005957,"Cypriniformes","Cyprinidae","Y"
"9748","Aphanius anatoliae","Near Threatened",19005979,"Cyprinodontiformes","Cyprinodontidae",NA
"9749","Aphanius splendens","Extinct",19006085,"Cyprinodontiformes","Cyprinodontidae",NA
"9750","Aphanius sureyanus","Endangered",19006107,"Cyprinodontiformes","Cyprinodontidae",NA
"9751","Aphanius transgrediens","Critically Endangered",19006201,"Cyprinodontiformes","Cyprinodontidae",NA
"9752","Caecocypris basimi","Critically Endangered",19006223,"Cypriniformes","Cyprinidae",NA
"9753","Capoeta antalyensis","Vulnerable",19006247,"Cypriniformes","Cyprinidae",NA
"9754","Capoeta pestai","Critically Endangered",19006339,"Cypriniformes","Cyprinidae",NA
"9755","Chondrostoma holmwoodii","Vulnerable",19006425,"Cypriniformes","Cyprinidae",NA
"9756","Gobio hettitorum","Critically Endangered",19006529,"Cypriniformes","Cyprinidae",NA
"9757","Sabanejewia aurata","Least Concern",19006777,"Cypriniformes","Cobitidae",NA
"9758","Turcinoemacheilus kosswigi","Least Concern",19006910,"Cypriniformes","Nemacheilidae",NA
"9759","Pseudophoxinus egridiri","Endangered",19006956,"Cypriniformes","Cyprinidae",NA
"9760","Seminemacheilus lendlii","Vulnerable",19007036,"Cypriniformes","Nemacheilidae",NA
"9761","Pseudophoxinus handlirschi","Extinct",19007061,"Cypriniformes","Cyprinidae",NA
"9762","Pseudophoxinus zeregi","Least Concern",19007136,"Cypriniformes","Cyprinidae",NA
"9763","Garra ghorensis","Endangered",19007211,"Cypriniformes","Cyprinidae",NA
"9764","Capoeta bergamae","Near Threatened",19007393,"Cypriniformes","Cyprinidae",NA
"9765","Pseudophoxinus maeandri","Endangered",19007500,"Cypriniformes","Cyprinidae",NA
"9766","Acanthobrama centisquama","Critically Endangered",19007615,"Cypriniformes","Cyprinidae","Y"
"9767","Squalius anatolicus","Least Concern",19007710,"Cypriniformes","Cyprinidae",NA
"9768","Pseudophoxinus crassus","Endangered",19007954,"Cypriniformes","Cyprinidae",NA
"9769","Chondrostoma kinzelbachi","Endangered",19008059,"Cypriniformes","Cyprinidae",NA
"9770","Acanthobrama lissneri","Near Threatened",19008348,"Cypriniformes","Cyprinidae",NA
"9771","Pseudophoxinus anatolicus","Endangered",19008434,"Cypriniformes","Cyprinidae","Y"
"9772","Knipowitschia mermere","Vulnerable",19008530,"Perciformes","Gobiidae","Y"
"9773","Cobitis turcica","Endangered",19008626,"Cypriniformes","Cobitidae",NA
"9774","Pseudophoxinus libani","Least Concern",19008721,"Cypriniformes","Cyprinidae",NA
"9775","Scardinius elmaliensis","Endangered",19008820,"Cypriniformes","Cyprinidae",NA
"9776","Pseudophoxinus antalyae","Vulnerable",19008904,"Cypriniformes","Cyprinidae","Y"
"9777","Chondrostoma meandrense","Vulnerable",19009010,"Cypriniformes","Cyprinidae",NA
"9778","Alburnus orontis","Vulnerable",19009115,"Cypriniformes","Cyprinidae","Y"
"9779","Squalius cephalus","Least Concern",19009224,"Cypriniformes","Cyprinidae","Y"
"9780","Knipowitschia ephesi","Critically Endangered",19009499,"Perciformes","Gobiidae",NA
"9781","Acanthobrama telavivensis","Vulnerable",19009597,"Cypriniformes","Cyprinidae",NA
"9782","Pseudophoxinus syriacus","Critically Endangered",19009764,"Cypriniformes","Cyprinidae",NA
"9783","Pseudophoxinus drusensis","Endangered",19009851,"Cypriniformes","Cyprinidae",NA
"9784","Pseudophoxinus maeandricus","Critically Endangered",19010083,"Cypriniformes","Cyprinidae",NA
"9785","Cobitis bilseli","Endangered",19010282,"Cypriniformes","Cobitidae",NA
"9786","Chondrostoma beysehirense","Endangered",19010470,"Cypriniformes","Cyprinidae",NA
"9787","Alburnus qalilus","Endangered",19010552,"Cypriniformes","Cyprinidae",NA
"9788","Tristramella sacra","Extinct",19010617,"Perciformes","Cichlidae",NA
"9789","Cobitis levantina","Endangered",19010687,"Cypriniformes","Cobitidae",NA
"9790","Squalius cephaloides","Vulnerable",19010812,"Cypriniformes","Cyprinidae",NA
"9791","Alburnus istanbulensis","Least Concern",19010838,"Cypriniformes","Cyprinidae",NA
"9792","Squalius cii","Least Concern",19010962,"Cypriniformes","Cyprinidae",NA
"9793","Alburnoides eichwaldii","Least Concern",19011946,"Cypriniformes","Cyprinidae",NA
"9794","Etheostoma autumnale","Least Concern",19032093,"Perciformes","Percidae",NA
"9795","Percina nasuta","Least Concern",19032120,"Perciformes","Percidae",NA
"9796","Macrhybopsis tetranema","Endangered",19032145,"Cypriniformes","Cyprinidae",NA
"9797","Noturus lachneri","Endangered",19032171,"Siluriformes","Ictaluridae",NA
"9798","Pogonichthys ciscoides","Extinct",19032197,"Cypriniformes","Cyprinidae",NA
"9799","Notropis albizonatus","Endangered",19032220,"Cypriniformes","Cyprinidae",NA
"9800","Notropis perpallidus","Vulnerable",19032246,"Cypriniformes","Cyprinidae",NA
"9801","Etheostoma orientale","Least Concern",19032288,"Perciformes","Percidae",NA
"9802","Noturus fasciatus","Endangered",19032315,"Siluriformes","Ictaluridae",NA
"9803","Percina apristis","Least Concern",19032341,"Perciformes","Percidae",NA
"9804","Phenacobius crassilabrum","Least Concern",19032368,"Cypriniformes","Cyprinidae",NA
"9805","Percina aurora","Endangered",19032445,"Perciformes","Percidae",NA
"9806","Lythrurus snelsoni","Least Concern",19032471,"Cypriniformes","Cyprinidae",NA
"9807","Etheostoma tennesseense","Least Concern",19032496,"Perciformes","Percidae",NA
"9808","Percina crypta","Vulnerable",19032523,"Perciformes","Percidae",NA
"9809","Noturus gladiator","Near Threatened",19032549,"Siluriformes","Ictaluridae",NA
"9810","Micropterus notius","Near Threatened",19032574,"Perciformes","Centrarchidae",NA
"9811","Noturus stanauli","Endangered",19032599,"Siluriformes","Ictaluridae",NA
"9812","Xyrauchen texanus","Critically Endangered",19032625,"Cypriniformes","Catostomidae",NA
"9813","Relictus solitarius","Near Threatened",19032651,"Cypriniformes","Cyprinidae",NA
"9814","Percina kusha","Endangered",19032676,"Perciformes","Percidae",NA
"9815","Notropis mekistocholas","Endangered",19032702,"Cypriniformes","Cyprinidae",NA
"9816","Micropterus treculii","Near Threatened",19032728,"Perciformes","Centrarchidae",NA
"9817","Noturus placidus","Near Threatened",19032753,"Siluriformes","Ictaluridae",NA
"9818","Pteronotropis hubbsi","Near Threatened",19032778,"Cypriniformes","Cyprinidae",NA
"9819","Notropis hypsilepis","Near Threatened",19032803,"Cypriniformes","Cyprinidae",NA
"9820","Satan eurystomus","Vulnerable",19032828,"Siluriformes","Ictaluridae",NA
"9821","Percina jenkinsi","Critically Endangered",19032854,"Perciformes","Percidae",NA
"9822","Noturus trautmani","Extinct",19032932,"Siluriformes","Ictaluridae",NA
"9823","Oregonichthys kalawatseti","Vulnerable",19032955,"Cypriniformes","Cyprinidae",NA
"9824","Notropis cahabae","Endangered",19032981,"Cypriniformes","Cyprinidae",NA
"9825","Percina austroperca","Least Concern",19033007,"Perciformes","Percidae",NA
"9826","Etheostoma planasaxatile","Least Concern",19033060,"Perciformes","Percidae",NA
"9827","Percina aurolineata","Vulnerable",19033087,"Perciformes","Percidae",NA
"9828","Moxostoma lacerum","Extinct",19033113,"Cypriniformes","Catostomidae",NA
"9829","Percina rex","Vulnerable",19033136,"Perciformes","Percidae",NA
"9830","Semotilus lumbee","Least Concern",19033162,"Cypriniformes","Cyprinidae",NA
"9831","Etheostoma spilotum","Near Threatened",19033189,"Perciformes","Percidae",NA
"9832","Mylopharodon conocephalus","Least Concern",19033215,"Cypriniformes","Cyprinidae",NA
"9833","Etheostoma atripinne","Least Concern",19033240,"Perciformes","Percidae",NA
"9834","Moxostoma robustum","Endangered",19033267,"Cypriniformes","Catostomidae",NA
"9835","Notropis rupestris","Least Concern",19033293,"Cypriniformes","Cyprinidae",NA
"9836","Percina squamata","Near Threatened",19033320,"Perciformes","Percidae",NA
"9837","Noturus gilberti","Endangered",19033372,"Siluriformes","Ictaluridae",NA
"9838","Notropis suttkusi","Data Deficient",19033398,"Cypriniformes","Cyprinidae",NA
"9839","Notropis ariommus","Least Concern",19033448,"Cypriniformes","Cyprinidae",NA
"9840","Notropis buccula","Vulnerable",19033473,"Cypriniformes","Cyprinidae",NA
"9841","Percina brevicauda","Endangered",19033499,"Perciformes","Percidae",NA
"9842","Pteronotropis metallicus","Least Concern",19033571,"Cypriniformes","Cyprinidae",NA
"9843","Noturus flavater","Least Concern",19033598,"Siluriformes","Ictaluridae",NA
"9844","Percina pantherina","Endangered",19033623,"Perciformes","Percidae",NA
"9845","Percina tanasi","Vulnerable",19033649,"Perciformes","Percidae",NA
"9846","Percina smithvanizi","Near Threatened",19033701,"Perciformes","Percidae",NA
"9847","Lythrurus alegnotus","Near Threatened",19033726,"Cypriniformes","Cyprinidae",NA
"9848","Noturus flavipinnis","Vulnerable",19033751,"Siluriformes","Ictaluridae",NA
"9849","Platichthys stellatus","Least Concern",19033777,"Pleuronectiformes","Pleuronectidae","Y"
"9850","Pteronotropis grandipinnis","Least Concern",19033804,"Cypriniformes","Cyprinidae",NA
"9851","Percina sipsi","Vulnerable",19033831,"Perciformes","Percidae",NA
"9852","Lythrurus matutinus","Least Concern",19033857,"Cypriniformes","Cyprinidae",NA
"9853","Pteronotropis welaka","Vulnerable",19033884,"Cypriniformes","Cyprinidae",NA
"9854","Percina lenticula","Near Threatened",19033910,"Perciformes","Percidae",NA
"9855","Noturus furiosus","Near Threatened",19033935,"Siluriformes","Ictaluridae",NA
"9856","Notropis girardi","Vulnerable",19033960,"Cypriniformes","Cyprinidae",NA
"9857","Speoplatyrhinus poulsoni","Critically Endangered",19033986,"Percopsiformes","Amblyopsidae",NA
"9858","Phenacobius teretulus","Least Concern",19034012,"Cypriniformes","Cyprinidae",NA
"9859","Percina antesella","Endangered",19034039,"Perciformes","Percidae",NA
"9860","Meda fulgida","Endangered",19034065,"Cypriniformes","Cyprinidae",NA
"9861","Macrhybopsis meeki","Least Concern",19034091,"Cypriniformes","Cyprinidae",NA
"9862","Etheostoma erythrozonum","Least Concern",19034116,"Perciformes","Percidae",NA
"9863","Macrhybopsis gelida","Least Concern",19034143,"Cypriniformes","Cyprinidae",NA
"9864","Noturus baileyi","Vulnerable",19034168,"Siluriformes","Ictaluridae",NA
"9865","Pogonichthys macrolepidotus","Least Concern",19034194,"Cypriniformes","Cyprinidae","Y"
"9866","Notropis anogenus","Least Concern",19034270,"Cypriniformes","Cyprinidae",NA
"9867","Plagopterus argentissimus","Critically Endangered",19034295,"Cypriniformes","Cyprinidae",NA
"9868","Notropis topeka","Least Concern",19034321,"Cypriniformes","Cyprinidae",NA
"9869","Notropis uranoscopus","Least Concern",19034346,"Cypriniformes","Cyprinidae",NA
"9870","Ptychocheilus lucius","Vulnerable",19034371,"Cypriniformes","Cyprinidae",NA
"9871","Percina cymatotaenia","Vulnerable",19034397,"Perciformes","Percidae",NA
"9872","Oregonichthys crameri","Least Concern",19034423,"Cypriniformes","Cyprinidae",NA
"9873","Etheostoma mihileze","Least Concern",19034450,"Perciformes","Percidae",NA
"9874","Menidia extensa","Vulnerable",19034477,"Atheriniformes","Atherinopsidae",NA
"9875","Novumbra hubbsi","Least Concern",19034503,"Esociformes","Umbridae",NA
"9876","Erimyzon claviformis","Least Concern",19034530,"Cypriniformes","Catostomidae",NA
"9877","Thoburnia hamiltoni","Near Threatened",19034557,"Cypriniformes","Catostomidae",NA
"9878","Noturus munitus","Vulnerable",19034582,"Siluriformes","Ictaluridae",NA
"9879","Amblyopsis spelaea","Near Threatened",19034608,"Percopsiformes","Amblyopsidae",NA
"9880","Notropis semperasper","Vulnerable",19034660,"Cypriniformes","Cyprinidae",NA
"9881","Percina uranidea","Near Threatened",19034712,"Perciformes","Percidae",NA
"9882","Percina macrocephala","Data Deficient",19034763,"Perciformes","Percidae",NA
"9883","Micropterus cataractae","Near Threatened",19034788,"Perciformes","Centrarchidae",NA
"9884","Notropis ozarcanus","Near Threatened",19034813,"Cypriniformes","Cyprinidae",NA
"9885","Thoburnia atripinnis","Near Threatened",19034838,"Cypriniformes","Catostomidae",NA
"9886","Pteronotropis merlini","Near Threatened",19034863,"Cypriniformes","Cyprinidae",NA
"9887","Percina williamsi","Vulnerable",19034888,"Perciformes","Percidae",NA
"9888","Notropis melanostomus","Vulnerable",19034914,"Cypriniformes","Cyprinidae",NA
"9889","Notropis bifrenatus","Least Concern",19034940,"Cypriniformes","Cyprinidae",NA
"9890","Etheostoma occidentale","Least Concern",19034965,"Perciformes","Percidae",NA
"9891","Notropis ortenburgeri","Data Deficient",19034992,"Cypriniformes","Cyprinidae",NA
"9892","Rhinichthys deaconi","Extinct",19035017,"Cypriniformes","Cyprinidae",NA
"9893","Notropis oxyrhynchus","Vulnerable",19035040,"Cypriniformes","Cyprinidae",NA
"9894","Noturus taylori","Endangered",19035066,"Siluriformes","Ictaluridae",NA
"9895","Percina burtoni","Vulnerable",19035092,"Perciformes","Percidae",NA
"9896","Moapa coriacea","Critically Endangered",19035118,"Cypriniformes","Cyprinidae",NA
"9897","Cottus immaculatus","Least Concern",19035144,"Scorpaeniformes","Cottidae",NA
"9898","Micropterus henshalli","Least Concern",19035171,"Perciformes","Centrarchidae",NA
"9899","Macrhybopsis australis","Vulnerable",19035196,"Cypriniformes","Cyprinidae",NA
"9900","Pteronotropis euryzonus","Least Concern",19035222,"Cypriniformes","Cyprinidae",NA
"9901","Percina bimaculata","Vulnerable",19035247,"Perciformes","Percidae",NA
"9902","Noturus crypticus","Critically Endangered",19035273,"Siluriformes","Ictaluridae",NA
"9903","Trogloglanis pattersoni","Vulnerable",19035299,"Siluriformes","Ictaluridae",NA
"9904","Rhinichthys evermanni","Least Concern",19035348,"Cypriniformes","Cyprinidae",NA
"9905","Noturus stigmosus","Near Threatened",19035375,"Siluriformes","Ictaluridae",NA
"9906","Cottus kanawhae","Least Concern",19035426,"Scorpaeniformes","Cottidae",NA
"9907","Alburnus tarichi","Near Threatened",19222678,"Cypriniformes","Cyprinidae",NA
"9908","Carasobarbus canis","Near Threatened",19222683,"Cypriniformes","Cyprinidae",NA
"9909","Chondrostoma fahirae","Endangered",19222693,"Cypriniformes","Cyprinidae",NA
"9910","Carasobarbus chantrei","Near Threatened",19222698,"Cypriniformes","Cyprinidae",NA
"9911","Acanthobrama marmid","Least Concern",19222708,"Cypriniformes","Cyprinidae","Y"
"9912","Acanthobrama microlepis","Least Concern",19222713,"Cypriniformes","Cyprinidae",NA
"9913","Acanthobrama tricolor","Critically Endangered",19222723,"Cypriniformes","Cyprinidae",NA
"9914","Alburnus attalus","Endangered",19222743,"Cypriniformes","Cyprinidae",NA
"9915","Alburnus baliki","Endangered",19222748,"Cypriniformes","Cyprinidae",NA
"9916","Alburnus battalgilae","Vulnerable",19222753,"Cypriniformes","Cyprinidae",NA
"9917","Alburnus caeruleus","Least Concern",19222758,"Cypriniformes","Cyprinidae","Y"
"9918","Alburnus carinatus","Endangered",19222763,"Cypriniformes","Cyprinidae",NA
"9919","Alburnus demiri","Vulnerable",19222768,"Cypriniformes","Cyprinidae",NA
"9920","Alburnus derjugini","Least Concern",19222773,"Cypriniformes","Cyprinidae",NA
"9921","Alburnus escherichii","Least Concern",19222778,"Cypriniformes","Cyprinidae","Y"
"9922","Alburnus filippii","Least Concern",19222783,"Cypriniformes","Cyprinidae",NA
"9923","Alburnus kotschyi","Least Concern",19222788,"Cypriniformes","Cyprinidae",NA
"9924","Alburnus nasreddini","Critically Endangered",19222793,"Cypriniformes","Cyprinidae","Y"
"9925","Alburnus nicaeensis","Extinct",19222798,"Cypriniformes","Cyprinidae",NA
"9926","Alburnus sellal","Least Concern",19222803,"Cypriniformes","Cyprinidae","Y"
"9927","Barbus lacerta","Least Concern",19222818,"Cypriniformes","Cyprinidae",NA
"9928","Barbus niluferensis","Near Threatened",19222823,"Cypriniformes","Cyprinidae",NA
"9929","Barbus oligolepis","Least Concern",19222828,"Cypriniformes","Cyprinidae",NA
"9930","Barilius mesopotamicus","Least Concern",19222833,"Cypriniformes","Cyprinidae",NA
"9931","Capoeta baliki","Least Concern",19222843,"Cypriniformes","Cyprinidae",NA
"9932","Capoeta banarescui","Least Concern",19222848,"Cypriniformes","Cyprinidae",NA
"9933","Capoeta barroisi","Endangered",19222853,"Cypriniformes","Cyprinidae",NA
"9934","Capoeta caelestis","Least Concern",19222858,"Cypriniformes","Cyprinidae",NA
"9935","Capoeta ekmekciae","Near Threatened",19222868,"Cypriniformes","Cyprinidae",NA
"9936","Capoeta damascina","Least Concern",19222873,"Cypriniformes","Cyprinidae",NA
"9937","Capoeta erhani","Least Concern",19222878,"Cypriniformes","Cyprinidae",NA
"9938","Capoeta kosswigi","Data Deficient",19222888,"Cypriniformes","Cyprinidae",NA
"9939","Capoeta mauricii","Endangered",19222893,"Cypriniformes","Cyprinidae",NA
"9940","Capoeta sieboldii","Least Concern",19222898,"Cypriniformes","Cyprinidae",NA
"9941","Capoeta tinca","Least Concern",19222903,"Cypriniformes","Cyprinidae",NA
"9942","Capoeta trutta","Least Concern",19222908,"Cypriniformes","Cyprinidae",NA
"9943","Capoeta turani","Near Threatened",19222913,"Cypriniformes","Cyprinidae",NA
"9944","Capoeta umbla","Least Concern",19222918,"Cypriniformes","Cyprinidae",NA
"9945","Carasobarbus luteus","Least Concern",19222923,"Cypriniformes","Cyprinidae",NA
"9946","Chondrostoma angorense","Least Concern",19222928,"Cypriniformes","Cyprinidae",NA
"9947","Chondrostoma colchicum","Least Concern",19222933,"Cypriniformes","Cyprinidae",NA
"9948","Chondrostoma cyri","Least Concern",19222938,"Cypriniformes","Cyprinidae",NA
"9949","Chondrostoma regium","Least Concern",19222948,"Cypriniformes","Cyprinidae",NA
"9950","Cobitis elazigensis","Least Concern",19222958,"Cypriniformes","Cobitidae",NA
"9951","Cobitis evreni","Endangered",19222963,"Cypriniformes","Cobitidae",NA
"9952","Cobitis kellei","Critically Endangered",19222973,"Cypriniformes","Cobitidae",NA
"9953","Cobitis phrygica","Endangered",19222988,"Cypriniformes","Cobitidae",NA
"9954","Cobitis satunini","Least Concern",19222993,"Cypriniformes","Cobitidae",NA
"9955","Cobitis simplicispina","Least Concern",19222998,"Cypriniformes","Cobitidae",NA
"9956","Cobitis splendens","Critically Endangered",19223033,"Cypriniformes","Cobitidae",NA
"9957","Cyprinion kais","Least Concern",19223038,"Cypriniformes","Cyprinidae",NA
"9958","Cyprinion macrostomum","Least Concern",19223043,"Cypriniformes","Cyprinidae",NA
"9959","Garra rufa","Least Concern",19223063,"Cypriniformes","Cyprinidae",NA
"9960","Garra variabilis","Least Concern",19223068,"Cypriniformes","Cyprinidae",NA
"9961","Gobio battalgilae","Data Deficient",19223073,"Cypriniformes","Cyprinidae",NA
"9962","Gobio caucasicus","Least Concern",19223078,"Cypriniformes","Cyprinidae",NA
"9963","Gobio gymnostethus","Critically Endangered",19223083,"Cypriniformes","Cyprinidae",NA
"9964","Gobio insuyanus","Critically Endangered",19223088,"Cypriniformes","Cyprinidae",NA
"9965","Gobio intermedius","Endangered",19223093,"Cypriniformes","Cyprinidae",NA
"9966","Gobio maeandricus","Endangered",19223103,"Cypriniformes","Cyprinidae",NA
"9967","Gobio microlepidotus","Vulnerable",19223108,"Cypriniformes","Cyprinidae",NA
"9968","Carasobarbus kosswigi","Vulnerable",19223123,"Cypriniformes","Cyprinidae",NA
"9969","Leucalburnus satunini","Least Concern",19223138,"Cypriniformes","Cyprinidae",NA
"9970","Leuciscus vorax","Least Concern",19223143,"Cypriniformes","Cyprinidae",NA
"9971","Syngnathus abaster","Least Concern",19423178,"Syngnathiformes","Syngnathidae","Y"
"9972","Oxynoemacheilus evreni","Least Concern",19848263,"Cypriniformes","Nemacheilidae",NA
"9973","Oxynoemacheilus ercisianus","Endangered",19848268,"Cypriniformes","Nemacheilidae",NA
"9974","Oxynoemacheilus lenkoranensis","Data Deficient",19848274,"Cypriniformes","Nemacheilidae",NA
"9975","Oxynoemacheilus phoxinoides","Critically Endangered",19848280,"Cypriniformes","Nemacheilidae",NA
"9976","Luciobarbus mursa","Least Concern",19848285,"Cypriniformes","Cyprinidae",NA
"9977","Aphanius danfordii","Critically Endangered",19848296,"Cyprinodontiformes","Cyprinodontidae",NA
"9978","Oxynoemacheilus kaynaki","Least Concern",19848301,"Cypriniformes","Nemacheilidae",NA
"9979","Seminemacheilus ispartensis","Vulnerable",19848348,"Cypriniformes","Nemacheilidae",NA
"9980","Salmo tigridis","Data Deficient",19848373,"Salmoniformes","Salmonidae",NA
"9981","Squalius lepidus","Least Concern",19848378,"Cypriniformes","Cyprinidae",NA
"9982","Luciobarbus pectoralis","Least Concern",19848388,"Cypriniformes","Cyprinidae",NA
"9983","Oxynoemacheilus cyri","Least Concern",19848398,"Cypriniformes","Nemacheilidae",NA
"9984","Oxynoemacheilus galilaeus","Critically Endangered",19848403,"Cypriniformes","Nemacheilidae",NA
"9985","Oxynoemacheilus eregliensis","Vulnerable",19848516,"Cypriniformes","Nemacheilidae",NA
"9986","Pseudophoxinus sojuchbulagi","Critically Endangered",19848526,"Cypriniformes","Cyprinidae",NA
"9987","Pseudophoxinus atropatenus","Critically Endangered",19848537,"Cypriniformes","Cyprinidae","Y"
"9988","Pseudophoxinus fahrettini","Endangered",19848592,"Cypriniformes","Cyprinidae",NA
"9989","Oxynoemacheilus argyrogramma","Least Concern",19848606,"Cypriniformes","Nemacheilidae",NA
"9990","Pseudophoxinus firati","Endangered",19848611,"Cypriniformes","Cyprinidae",NA
"9991","Pseudophoxinus elizavetae","Critically Endangered",19848616,"Cypriniformes","Cyprinidae",NA
"9992","Pseudophoxinus evliyae","Endangered",19848631,"Cypriniformes","Cyprinidae",NA
"9993","Luciobarbus lydianus","Least Concern",19848647,"Cypriniformes","Cyprinidae",NA
"9994","Squalius pursakensis","Least Concern",19848657,"Cypriniformes","Cyprinidae",NA
"9995","Oxynoemacheilus mediterraneus","Least Concern",19848662,"Cypriniformes","Nemacheilidae",NA
"9996","Oxynoemacheilus insignis","Near Threatened",19848667,"Cypriniformes","Nemacheilidae",NA
"9997","Oxynoemacheilus leontinae","Least Concern",19848734,"Cypriniformes","Nemacheilidae",NA
"9998","Vimba mirabilis","Least Concern",19848824,"Cypriniformes","Cyprinidae",NA
"9999","Luciobarbus esocinus","Vulnerable",19848902,"Cypriniformes","Cyprinidae",NA
"10000","Salmo rizeensis","Least Concern",19848912,"Salmoniformes","Salmonidae",NA
"10001","Oxynoemacheilus frenatus","Least Concern",19848917,"Cypriniformes","Nemacheilidae",NA
"10002","Oxynoemacheilus anatolicus","Endangered",19848952,"Cypriniformes","Nemacheilidae",NA
"10003","Squalius kosswigi","Endangered",19849075,"Cypriniformes","Cyprinidae",NA
"10004","Oxynoemacheilus cinicus","Data Deficient",19849091,"Cypriniformes","Nemacheilidae",NA
"10005","Oxynoemacheilus hamwii","Endangered",19849096,"Cypriniformes","Nemacheilidae",NA
